item_id;vectors
1393;-0.06406881|0.39833948|0.015529498|0.17456478|-0.38027585|-0.48501378|-0.37326396|0.11051496|0.46637005|-0.0036841333|-0.7751932|0.5677749|0.67532986|-0.13365276|0.41149634|0.3316765|0.13469861|0.48203418|0.43114442|-0.41218308|-0.26243186|-0.5277959|-0.024220139|-1.2526706|-0.5753511|0.03274793|-0.23424941|0.066376194|-0.7580191|-0.4741146|-0.1437891|-0.18024653|0.4148924|-1.101199|0.5047036|-0.90019417|-0.24051018|0.2086778|0.44559926|-0.23243104|-0.049604297|-0.061324835|0.38830355|-0.603947|1.059757|0.6653134|0.23344865|-0.7364801|0.08223592|0.44232783|0.08877613|-0.36900273|0.27407727|-0.045759976|-0.30870512|-0.40091312|-0.4812842|0.08493726|-0.42303967|0.4437893|-0.6566447|0.1807523|-0.5080699|-0.10449804|-0.43825477|-0.27511993|0.029109798|-0.8468307|-0.4067786|-0.6447481|0.48719352|-0.76907396|0.9097276|0.07518554|0.17439544|-0.69973874|-0.32896554|-0.79943645|0.5551907|-0.93299675|0.095767185|-0.2875432|-0.38542676|0.46589655|0.09835827|-0.20171195|-0.45342097|-0.29173365|-0.6108994|-0.6775451|-0.56426585|0.14138752|0.016096532|-0.2698111|0.11837071|0.11066115|0.2745179|0.053112477|-0.1225408|0.04569289
1394;-0.33835232|-0.023693055|0.457204|0.36630237|-0.26716805|0.2833299|0.046185166|1.1859741|0.58048177|0.16105153|-0.7042558|1.0561699|0.4944998|-0.065883115|-0.58671325|0.16480592|-0.3587411|0.2426284|0.640566|0.46388328|0.6381013|-0.949445|0.06754908|0.180872|-0.5482986|-0.20384689|-0.43765396|-0.40981114|-0.17301472|0.35337582|0.123916134|-0.7046348|0.21710108|-0.30459172|0.51238775|-0.24594733|0.22794987|-0.25861314|0.20907146|-0.28758043|-0.68752277|-0.1108678|-0.7315359|-0.3012671|0.63103276|0.3511335|-0.5467273|-0.67063934|0.42622823|0.42290246|-0.4904858|-1.0567932|0.016121171|0.4598385|0.010381639|-0.2947347|-0.85545397|0.11590226|-0.79414564|0.47355083|-0.8252586|0.059571832|-0.72413534|0.18143168|-0.0117149055|-0.15810508|-0.4112951|-0.058746517|-0.113419145|-0.32791373|1.0780436|-1.0430353|0.66644824|-0.342029|0.041938454|-0.26261806|0.14324985|-0.64399886|0.8078289|-0.7411109|0.37291294|-0.2945063|0.26874927|-0.13851345|0.2838118|-0.65126216|0.17952153|-0.4465654|-1.1538776|-0.5400921|-0.26965624|0.7235804|0.4991418|-0.22663246|0.19511312|-0.0444984|0.20241842|0.63259214|0.14511275|-0.925465
1395;-0.2644357|0.8186003|0.6796936|0.14272887|-0.11204891|0.18001842|-0.5623857|-0.23945689|0.37418202|-0.02657853|-0.4566156|0.24535194|-0.018229008|-0.059033327|0.2430983|0.53811526|-0.25686|0.7281777|0.3130159|-0.12450953|0.35144526|-0.22797912|0.3864951|0.10192686|-0.29765508|0.22252509|-0.08538103|0.08641456|-0.2194134|0.43249127|0.25427192|0.024134025|0.35302556|-0.050828084|0.11152105|0.16359535|-0.14663205|0.2768704|-0.101192996|-0.083750874|-0.062360764|0.1688598|-0.4202795|-0.3459949|0.38354063|-0.27920538|0.053637385|-0.40351436|0.55954385|0.21774822|0.44371086|-0.19121137|0.31281555|0.14467356|-0.75161463|0.5752878|-0.76691985|-0.12092416|-0.8288001|0.26151493|-0.681316|0.21436435|-0.4599136|0.19987495|-0.35034811|-0.40343785|0.29678863|-0.106340095|-0.3253442|0.27516234|0.45939416|-0.5872228|0.6668494|0.81725144|0.072431505|-0.44678572|-0.2931161|-0.6566919|-0.43679145|-0.07710025|0.13982543|-0.2553646|-0.12776463|-0.085395664|-0.38620192|0.057363003|-0.44476014|0.048194528|0.11251265|0.31378996|-0.50844467|0.14469649|0.17997314|-0.20673734|0.13187294|-0.8203852|0.5165734|0.7004476|0.15047726|0.044131458
1396;0.022796482|0.3735645|0.28463346|0.6614358|-0.46744174|0.022222817|-0.40980417|-0.31686312|0.4115462|-0.17825493|-0.17287427|0.8751955|0.25958735|0.0062316507|0.009936646|0.29157037|-0.007924512|0.6308489|0.6987058|0.13323015|0.17249343|-0.61909044|0.39392054|-0.6713282|-0.42126662|-0.010540187|-0.36634398|-0.2993047|-0.48154137|-0.5411202|0.18471684|0.17963608|0.38444772|-0.32669133|-0.06888513|0.36120495|0.12863158|0.36071435|0.11025269|-0.24138908|-0.16507673|0.02208934|-0.05342546|-0.56963366|0.37650108|-0.0005739033|-0.2068659|-0.43871418|0.5443596|0.27156517|0.11732564|-0.33182773|-0.13092385|-0.051784292|-0.24224459|0.051762164|-0.6034167|0.19730988|-0.21157545|0.58070683|-0.277468|-0.606271|-0.21415277|0.25673127|-0.18530706|-0.1719405|0.14772645|-0.36573786|-0.39459676|-0.1686975|0.35025644|-0.48525128|-0.0051916093|-0.027392402|0.22297126|-0.51985836|-0.41553956|-0.55987763|0.054886416|-0.37243968|0.29793474|-0.56836617|-0.41391224|0.4550049|-0.3208543|-0.43123937|-0.31176215|-0.012121975|-0.5598335|-0.097965196|-0.3281836|0.27287894|0.059180856|-0.6286365|0.07160899|-0.48323506|0.35116422|0.12806341|-0.28894928|-0.26930457
1397;-0.31504428|0.22363181|0.41053402|0.3997666|-0.48232538|-0.092750125|-0.30753064|-0.2333022|0.513953|-0.3066314|-0.2826591|0.58448005|0.56537265|-0.11916874|0.2018254|0.33364087|0.06442711|0.7279939|0.5007181|0.08116118|0.25820017|-0.5360328|0.28389603|-0.32603753|-0.14488937|-0.12295489|-0.20635206|-0.25921047|-0.63673526|-0.2608452|0.03181243|0.30435416|0.30881083|-0.33932495|0.015417675|0.25250414|-0.12371269|0.41209936|0.08081755|-0.23884818|-0.19949007|0.07946204|-0.107957184|-0.5392981|0.5352323|0.069598615|-0.43098202|-0.67307544|0.31312457|0.5446489|0.21849155|-0.43350977|-0.17400749|-0.090169534|-0.48611915|0.10489985|-0.51659966|-0.0024836957|-0.1722929|0.41264442|-0.55610263|-0.28117377|-0.47646755|0.102428034|-0.32628852|-0.16338229|0.09595959|-0.52878934|-0.49305496|0.022087855|0.08716807|-0.70316285|-0.0018606707|-0.02490431|0.20759071|-0.42062086|-0.15973088|-0.53224564|-0.09244322|-0.3259308|0.11726804|-0.3103885|-0.43375072|0.58720577|-0.19856611|-0.3301414|-0.35801378|-0.13531438|-0.43641132|-0.028503705|-0.37571362|0.2513453|0.14540039|-0.4233041|0.18991472|-0.3500136|0.64615744|0.23353302|-0.34921336|-0.27732307
1398;-0.6327379|0.81267667|-0.25031036|0.5720261|-0.3860156|0.049550757|-0.7493533|0.19548568|0.42801592|-0.27006078|-0.24603908|0.13948494|-0.055436075|-1.0618243|0.6100592|0.63582796|-0.21221104|-0.09606692|0.6084545|0.094966635|-0.33748215|-0.44972783|-0.07146102|0.43365136|0.20927763|0.21731395|-0.23910463|0.22432546|-0.42222047|-0.26168054|0.40882158|0.34391162|0.6504724|-0.15121765|-0.114228696|1.016953|0.3452165|0.74871564|0.7238177|-0.16748527|-1.0753974|0.18340865|-0.35550964|-0.63504386|0.6251273|0.27165285|-0.002189219|-0.55736125|-0.10503891|0.68477297|0.65223897|-0.10865727|-0.13696265|-0.64725196|-1.1264608|-0.70452386|0.07707399|-0.58064234|-0.20064434|0.6715068|-0.4707066|0.21570805|-0.55550945|0.9575822|0.080164894|-0.5425366|0.0130228475|-0.3052997|0.4481573|0.079147324|0.98401475|-0.3598459|0.030297238|-0.6426439|0.56015646|-0.3670476|0.09663437|-0.26052505|-0.21884757|-0.03912878|0.50535375|0.32201943|-0.99329555|0.13919225|-0.109971225|0.024576396|-0.10707392|-0.461201|-1.207491|-5.136989e-05|-0.6168135|0.072524235|-0.068093225|0.47956768|0.39476693|-0.9579377|0.033197016|0.84929585|-0.59139097|-0.204846
1399;-0.3530096|0.43936262|0.2634242|0.3624766|-0.4552554|0.006122999|-0.11518641|-0.21205524|0.31997022|0.018588468|-0.055618554|0.20568065|0.21948275|-0.36692798|0.33193505|0.15987144|-0.3402812|0.42928854|0.34997803|0.26565924|0.10550363|-0.6425009|0.425198|-0.15243925|-0.28798994|-0.04723783|-0.09414861|-0.1149731|-0.3383713|-0.03747496|0.1707861|0.36730993|0.507941|-0.25007966|-0.25475973|0.033621192|-0.0013803467|0.27984968|0.48510492|-0.6403744|-0.5774113|0.39824635|0.05774699|-0.6510258|0.5612575|0.2162231|-0.14833272|-0.37729132|0.27365127|0.48712492|0.087293744|-0.52155024|-0.18880957|-0.019439429|-0.20625478|0.2912911|-0.44095767|-0.14963937|-0.05235806|0.73427486|-0.6654627|-0.28794453|-0.24207631|-0.22629468|-0.3798029|-0.53561753|0.37722403|-0.41490215|-0.20982106|0.45076352|0.19455872|-0.5607635|-0.25127965|-0.33397436|0.40422246|-0.51457435|-0.151847|-0.28309435|-0.002443476|-0.41442007|0.31177792|-0.7427107|-0.06790313|0.12443048|-0.9237857|-0.25479668|-0.4215842|-0.4897348|-0.56175494|0.054576732|-0.20146538|0.31868315|0.35954446|-0.46185213|0.0053765923|-0.27361318|0.36124086|0.3560995|-0.43064594|-0.4897529
1400;-0.35471871|0.43251923|0.5135163|0.67816335|0.16142023|0.028062262|-0.51797956|-0.21041611|0.6284175|0.4213153|-0.51980364|0.5546468|0.23417209|0.057133824|-0.08392516|-0.33194238|-0.93516797|0.34635085|0.39482468|0.51787126|-0.25500304|-0.9850222|-0.017921358|-0.72640145|-0.53599465|0.3809924|-0.13941675|0.105330184|-0.23233835|-0.11081456|-0.076962456|0.27364826|0.59096265|-0.4191774|0.062174678|-0.058343202|0.35486287|0.29486182|0.60781145|-0.38199466|-0.38093895|0.57190174|-0.8655648|-0.22198501|0.828724|0.26261264|-0.28165662|-0.31427932|0.19566458|0.7309606|0.24973862|-0.22766179|-0.55120444|-0.25873065|-0.980877|0.16468593|-0.7146388|0.1639655|-0.53057504|0.5045636|-0.44664067|-0.5747796|-0.17041107|0.2849517|-0.38960046|-0.7460661|0.04456557|-0.5713414|-0.0077641606|-0.5000458|0.31423232|-0.12073848|0.15538916|-0.328117|0.40062535|-0.0071104765|-0.046381846|-0.40392065|0.39150858|-0.72459257|0.40240157|-0.5293552|-0.6720051|0.25866687|-0.44427925|-0.086256415|-0.08089331|-0.0027754605|-0.34301525|-0.057828203|-0.6079046|0.12142493|0.2934374|0.047678262|0.40247905|-0.70052934|0.6462171|0.432118|-0.21099952|-0.7292951
1401;-0.15766694|0.7484553|0.50012386|0.5027887|-0.626177|-0.5519595|-0.67744404|-0.27423236|0.44957688|-0.19697854|-0.19009826|0.5507703|0.56507796|-0.20211284|0.1713638|0.64876354|0.047004282|0.82187724|0.5480848|-0.0020293184|-0.016997434|-0.5288699|0.4584835|-0.3863392|-0.32409137|-0.032707363|-0.40274212|-0.46380234|-0.096523464|-0.4722612|0.5414415|0.35361028|0.70414066|-0.3889596|-0.058872275|0.37503767|0.17827268|0.5635208|0.31608883|-0.30271775|-0.19732228|0.18929285|-0.10883347|-0.55703163|0.55698156|0.40279794|-0.291526|-0.37466526|0.31429484|0.52517635|0.7110206|-0.45080027|-0.1555196|-0.083207056|-0.5626873|-0.14614213|-1.1256897|0.3543392|-0.19398355|0.55696344|-0.68335116|-0.16383451|-0.42117268|0.7392761|-0.11578688|-0.29042298|0.047536615|-0.47083312|-0.39991295|0.21268046|0.3968129|-0.53853655|-0.1905306|-0.4744016|0.27670664|-0.4094821|-0.34075713|-0.1908087|-0.11953363|-0.36760625|0.65968025|0.098507375|-0.5012725|0.12707782|-0.7283413|-0.39025795|-0.24909404|-0.5832467|-0.48370767|-0.26822147|-0.48035777|0.26993462|0.13079646|0.03849283|0.48435175|-0.7598127|0.388802|0.6308157|-0.4863338|-0.6548817
1402;-0.3017976|0.71127355|0.19575015|0.2869115|-0.492171|-0.3051185|-0.30635282|-0.55592173|0.5477503|-0.12749863|-0.14674093|0.27971098|0.39023983|-0.0037216246|0.39340022|0.25557432|0.16449277|0.79616344|0.26034197|-0.05323228|0.3416639|-0.33731347|0.4788114|-0.084988475|-0.05479969|-0.18921094|-0.3881234|-0.35102272|-0.3373307|-0.48418292|0.12608746|0.31682044|0.74191|-0.35742834|-0.25693935|-0.0042490065|-0.07385838|0.6934999|0.4175928|-0.70683265|0.09445974|0.30089626|0.115011066|-0.2814522|0.41174293|0.11773715|-0.5865109|-0.4824443|0.31701985|0.30416095|0.27490547|-0.6312531|-0.15626487|-0.22918053|-0.24335966|-0.15641963|-0.44381243|0.01768059|-0.1951732|0.6316813|-0.7570551|-0.17311797|-0.43105316|0.057415552|-0.48852438|-0.51166564|0.55880034|-0.7714591|-0.60907626|0.5044395|0.33969736|-0.49230486|-0.38392067|-0.11258015|0.12751728|-0.33700767|-0.29708523|-0.24708772|-0.41470474|-0.67356235|0.57389563|-0.3716164|-0.34154412|0.10661188|-0.9182203|-0.26016212|-0.28425995|-0.30700466|-0.5480465|-0.011178083|-0.3199543|0.2448352|0.35183066|-0.6405703|0.5661053|-0.41516548|0.4076318|0.5824227|-0.39717782|-0.68020403
1403;-0.58159125|0.33542997|-0.16963619|0.5691802|-0.7534189|0.28358263|0.0038726628|0.1933195|0.28614157|0.14202549|-0.24502312|0.89840615|0.42110375|0.3414935|0.13166338|0.32941872|0.16902168|0.80561787|0.5142293|-0.078920126|0.10037424|-0.65788543|0.5354679|-0.660344|-0.41289717|-0.048124775|-0.08080552|0.1984974|-0.23640878|-0.36403963|0.52593833|-0.08123422|0.62339574|-0.047429413|0.042963427|0.21778795|0.040426493|0.17757663|0.13857949|-0.35718137|-0.09552364|0.41353455|-0.30763638|-0.38248086|0.7907074|0.33669758|-0.34219146|-0.537528|0.6544389|0.6504087|0.16284665|-0.4975935|0.034066387|-0.60280204|-0.3330379|0.22637866|-0.98493767|0.07722108|-0.31128356|0.445151|-0.63243943|-0.47460085|-0.4777789|0.07131307|-0.18037735|-0.14588934|0.20435306|-0.16322057|-0.69607663|0.37835747|0.28754994|-0.44381246|0.2014375|-0.6598146|0.23372191|-0.31088728|-0.21676953|-0.36764997|-0.12753773|-0.30173358|0.47382325|0.027849495|-0.33688945|0.37497377|-0.3894593|-0.4085872|-0.18956792|-0.50238925|-0.6843545|-0.15726195|-0.33775154|0.45849186|0.3564244|-0.8738701|0.08646937|-0.34689558|0.5858841|0.3454563|-0.61370236|-0.7651155
1404;-0.7185199|0.50323355|0.5114868|0.46962968|-0.3019834|0.077091664|-0.11711392|-0.23859385|0.40798813|0.3718834|-0.43459266|0.32688728|0.64457077|-0.3116709|0.25903878|0.74954844|-0.6132136|0.3025542|0.9462218|0.24452287|0.14470023|-0.41099754|0.35469294|-0.07030925|-0.3194632|0.44897586|-0.57148147|-0.20108941|-0.122081384|-0.51689976|0.5709941|0.023168877|0.51401186|-0.4369765|0.07037191|0.042910576|0.017270982|0.26180768|0.17887983|-0.39729863|0.14148578|0.1636299|-0.41338968|-0.41625708|0.4580012|-0.25032014|-0.22411665|-0.41435596|0.5896323|0.8939885|0.4287811|-0.8829554|-0.1644288|-0.36010188|-0.19575758|0.073079385|-0.54079795|-0.21189208|-0.6526707|0.42517927|-0.8830371|-0.27550602|-0.14523627|0.13064876|-0.16554216|-0.6762825|0.06490728|-0.42584503|-0.51694894|-0.07482354|0.26570994|-0.58950853|0.33127135|0.12899467|0.59464467|-0.66642845|-0.296865|-0.73433167|-0.19018087|-0.07973912|0.08775924|-0.51060945|-0.094251305|0.21782975|-0.45286405|-0.38557214|0.010600805|-0.24141037|-0.4545945|0.22138676|-0.7954595|0.22047657|0.5963719|-0.08805907|0.07158972|-0.5853821|0.5563029|0.48306924|-0.35220256|-0.52288896
1405;-0.31134033|0.28415182|-0.006348878|-0.085315526|-0.38122636|0.2355392|-0.53328913|-0.5007948|-0.25410733|0.41095924|-0.017510116|0.7441249|0.31367612|0.28074235|0.060824603|-0.19648257|-0.46066618|0.84063005|0.30964577|0.17576481|-0.25933665|-0.66496885|0.16414186|0.2913871|0.09792665|0.18159285|-0.16993158|-0.03464164|-0.40225357|-0.67845094|0.116434224|0.47928542|0.33571464|-0.45201927|-0.39799035|0.10075879|-0.14924926|0.43634278|0.5565388|-0.78270006|-0.12359537|0.22877806|-0.59919155|-0.54394835|0.39944702|0.54886484|-0.4635459|-0.25487292|0.05336897|0.47952268|-0.34836346|-0.4040137|-0.11049584|0.1569292|0.05788797|0.5889579|-0.61858356|0.119921565|-0.3530316|0.28870428|-0.14523506|-0.035398886|-0.31207824|0.12367316|-0.8619492|-0.010241091|0.116182685|-0.53209454|-0.5086152|0.022588473|0.4903233|-0.074623495|-0.0075625554|-0.05581017|0.2020748|0.0034862459|-0.4703459|0.041700453|-0.76155406|-0.1670585|0.21330197|-0.60043997|0.019475043|-0.009997159|-0.8290053|0.09192896|-0.39672896|-0.6283658|-0.19478157|-0.42071602|-0.6951784|0.48050392|-0.41481116|-0.99702775|0.20058984|-0.13974822|-0.051244617|0.29226947|-0.3861515|0.016504347
1406;-0.18997389|0.21140312|0.2849454|0.6125953|-0.5853707|0.24254578|-0.11592309|-0.092007995|0.28427154|-0.08421347|-0.25786036|0.14608961|0.3652252|-0.09833931|0.08509958|-0.18904847|-0.1723668|0.81241405|0.7644998|0.4507794|-0.066547856|-0.9906658|0.2984924|-0.14173953|-0.2533469|-0.18111093|-0.027656645|-0.10133432|-0.22614844|-0.3057453|0.044883758|0.045935273|0.87659526|-0.4644122|-0.14328517|0.0262243|-0.2587335|0.064292535|0.35209867|-0.6120398|-0.6799141|0.21513529|-0.43800566|-0.0022206008|0.49354714|0.0048701763|-0.19582391|-0.56465054|0.6556232|0.3776384|-0.026367918|-0.564304|-0.072860345|-0.1278317|-0.29699847|0.16883253|-0.3506695|0.29834297|-0.32062477|0.575267|-0.686074|-0.31584513|-0.36283627|0.19933192|-0.3187913|-0.35590124|0.16667023|-0.3151099|-0.3257833|0.17317662|0.36815068|-0.2443001|0.04201538|-0.20597044|0.50730604|-0.70803696|-0.3653323|-0.40795785|0.16127147|-0.6537745|0.5290842|-0.89187086|-0.41629156|0.17139167|-0.96013457|-0.32873744|-0.24962655|-0.36997724|-0.7518444|0.07987281|-0.71523416|0.23786765|0.16093324|-0.3533233|-0.06942071|-0.18085678|0.28000227|0.32174122|-0.19543819|-0.53103733
1407;-0.4584792|0.2623646|0.27924842|0.45502767|-0.4457041|0.005569782|-0.26471183|0.16529462|-0.020532608|0.13070817|-0.3237216|0.4583757|0.57817197|0.11978084|0.13136002|0.13580757|-0.2213416|0.259435|0.67599404|0.11296593|0.0922673|-0.43197232|0.3182747|-0.8111521|-0.074180245|0.052299835|-0.2777223|0.18238346|-0.31510288|-0.3526837|0.44703656|0.22821467|0.10358676|-0.25945038|-0.04308197|0.113707766|-0.030254364|0.36582896|0.15754177|-0.35771045|-0.29495826|0.18505758|0.11457044|-0.6346882|0.49215537|0.2823112|-0.22423616|-0.74719214|0.27793026|0.4484844|-0.34637946|-0.62679124|-0.14968252|-0.10392295|-0.011067152|-0.11945875|-0.68671024|0.11629915|-0.42148334|0.7124177|-0.52247536|-0.27350262|-0.17704926|-0.00326626|-0.0033685565|-0.24538136|0.08694136|-0.50996685|-0.2689134|-0.2983104|0.58986205|-0.48492196|0.12860787|-0.13484782|0.24716422|-0.5509504|-0.42361927|-0.33708012|0.013792035|-0.3137394|0.22922772|-0.22023514|-0.17784853|0.20543969|-0.25880215|-0.28632006|-0.22900051|-0.13640715|-0.6218243|-0.2573797|-0.25066695|0.25459453|0.12392981|-0.50288725|0.42950737|-0.2843376|0.4214295|0.38617784|-0.022972792|-0.20447181
1408;-0.4040184|0.7033051|0.22004262|0.62188715|-0.65172136|-0.10436488|-0.4213742|0.24851015|0.35035166|-0.5666418|-0.2973184|0.6700583|0.21991679|0.35677868|-0.0690451|0.7728569|-0.09578814|0.36420113|0.6796415|-0.07919967|-0.05577469|-0.2027041|0.22180182|-0.57693076|-0.060265467|0.29993206|-0.4884128|-0.08086522|-0.13526328|-0.18051113|0.19763072|-0.08072746|0.16899505|-0.15978512|0.20348053|0.10318451|0.30219948|0.46768856|0.4242673|-0.23244555|-0.12800056|0.09725682|-0.61961967|-0.7158748|0.2547176|0.029084414|-0.80197|-0.9457594|0.31264147|0.620763|-0.16624007|-0.21183941|0.018233322|-0.2884673|-0.22008444|-0.537936|-0.5901585|0.022419207|0.17599615|0.7601246|-0.39808917|0.07734415|-0.11095475|0.2699669|0.07105459|0.05187565|-0.39993963|-0.607152|-0.41972446|0.3286215|0.22927317|-0.17643753|0.4385994|-0.86607146|0.020067245|-0.5299914|-0.19201222|-0.68857473|0.10393333|-0.60000247|0.42451337|0.31036463|-0.19195417|0.74351335|-0.6149615|-0.0035307705|-0.19302402|-0.49618208|-0.5773188|-0.35413384|-0.19277114|0.62509316|0.05917961|-0.5354387|0.15309335|-0.1982078|0.3722673|0.17837001|-0.60391355|-0.21445513
1409;-0.2702772|0.45526472|0.20909469|0.29351234|-0.09869528|0.07851353|-0.2897162|0.08264168|0.4321103|-0.07805906|0.037718803|0.65552485|0.40274888|0.04390791|0.28329724|-0.014270157|-0.050480627|0.59016347|0.469918|-0.155293|0.1398628|-0.47543547|0.12847371|-0.31330895|-0.16144085|-0.15352471|-0.19117346|0.005866185|-0.5049467|-0.6332636|0.5817113|0.13561943|0.31647795|-0.3909157|0.13955677|0.10774806|0.026818246|0.39060825|0.049582124|-0.56944287|-0.3208492|0.16951567|-0.025093347|-0.4152268|0.2348338|0.10523264|-0.48738188|-0.44935572|0.43028206|0.1924501|0.26655632|-0.55149555|-0.17762563|-0.3197094|-0.17680697|-0.13245033|-0.71625686|0.10015251|-0.5753232|0.77221453|-0.4637348|0.018009141|-0.35295853|0.21675548|-0.19460365|-0.3947145|0.2967848|-0.70719004|-0.35537392|0.08499047|0.6535033|-0.58906865|0.037065215|-0.39316|0.33807197|-0.8226553|-0.3531034|-0.5823473|0.05425155|-0.66170675|0.31590226|-0.56324804|-0.31920007|0.25723636|-0.44234657|-0.43634605|-0.19778481|-0.3139708|-0.4464847|-0.08762361|-0.31328714|0.40171227|0.080192074|-0.3597092|0.33648723|-0.36818647|0.5184185|0.621734|-0.12620261|-0.19302434
1410;-0.48775095|0.0051743984|0.40755585|0.5004757|-0.3394133|0.079398744|-0.4457003|0.55926466|0.17651984|-0.18778408|-0.6418655|0.5296674|0.8195021|-0.28298402|0.34815118|0.17369226|-0.5401299|0.21520075|0.7999328|0.4077913|-0.1066457|-0.6185775|-0.014293909|-0.47026134|-0.29745492|0.12546766|-0.22108623|-0.054352283|-0.44464236|-0.4453212|0.63036126|0.34782714|0.33574706|-0.37533838|-0.18763927|0.39318585|0.06516899|0.17964855|0.30375156|-0.46906993|-0.27518696|0.30175722|-0.49671653|-0.6199333|0.4520741|0.0077378154|-0.4915871|-0.56354076|0.59566605|0.19171986|-0.004897937|-0.60692984|-0.38665918|-0.507432|-0.06491499|-0.035702385|-0.4323869|-0.35430145|-0.45549375|0.39209908|-0.47502917|0.13147777|-0.6865079|0.17982627|-0.237184|-0.71237755|0.27889836|-0.27451396|-0.23099475|-0.13615587|0.58926487|-0.5232975|0.047224496|-0.23646936|0.8656678|-0.2608436|-0.5439056|-0.7640931|-0.1315938|-0.18775561|0.5866908|-0.57237995|-0.44955048|0.44861308|-0.33301467|-0.58721054|-0.18517779|-0.40859717|-0.7723466|-0.07344455|-0.26873422|0.58659226|0.08889514|-0.42952523|0.12704243|-0.15610012|0.32897687|0.5892316|-0.074575424|-0.33679107
1411;-0.27336705|0.8345028|0.14318967|0.53202355|-0.008951515|0.29944292|-0.51231474|-0.053581335|0.5056474|-0.41574952|-0.21582273|0.854548|0.2453833|0.02054134|0.22695462|0.041022584|0.29684258|0.85661995|0.8904357|0.034558196|0.10731061|-0.5166869|-0.08026773|-0.51617223|-0.114838555|-0.14167415|-0.34270975|0.07207464|-0.38729858|-0.7702693|0.40113926|0.19094905|0.23432444|-0.37274003|0.077118054|0.12746641|-0.55977213|0.82781565|0.33019218|-0.8200157|0.10697067|0.010219917|-0.5524138|-0.5437108|0.45642883|0.377968|-0.6232834|-1.1162051|0.31679645|0.66624635|0.11226479|-0.6888582|-0.041456938|-0.49048394|-0.34094766|-0.15416119|-0.9049208|0.50690055|-0.4668556|0.13518709|-0.5034949|-0.36806917|-0.4858011|0.1389604|-0.39936554|-0.6421379|0.63359743|-0.4296654|-0.61100477|0.23469925|0.45208582|-0.33145702|0.16238514|-0.14821531|0.47125563|-0.60409045|-0.31307638|-0.6295216|0.007862226|-0.60820115|0.7899524|-0.63718545|-0.81223476|0.4030631|-0.7212234|-0.064225376|-0.19841015|-0.3887493|-0.5695021|-0.08356078|-0.58593273|0.31386262|0.5328828|-0.49726677|0.23104428|-0.16840097|0.7002259|0.23888987|-0.16675192|-0.25993317
1412;-0.22693403|0.36360058|0.20228419|0.38312978|-0.39530706|0.08165029|-0.23704801|-0.0015347227|0.6119458|-0.168235|-0.29957703|0.107106134|0.4678698|0.039185688|0.35778955|0.2561922|-0.24586204|0.5783894|0.53675306|0.08192326|-0.12901244|-0.608244|0.10086548|-0.42680508|-0.39349216|0.2128627|-0.25497738|-0.1279256|-0.38296396|-0.28971082|0.12584925|0.37912706|0.42816022|-0.20553716|0.3324818|0.33660972|-0.124683976|0.2714073|0.3044324|-0.5404645|-0.32029265|0.00804241|-0.3012519|-0.3822215|0.4206986|0.041755274|-0.4898418|-0.5657129|0.09187201|0.43176162|0.3245471|-0.3105111|-0.06990433|-0.04414174|-0.3428659|-0.043868653|-0.6600741|0.09282203|-0.37170976|0.6285064|-0.5457268|-0.018232062|-0.5424514|0.11205307|0.12839164|-0.49242848|-0.06885377|-0.5058563|-0.4048132|0.2423835|0.36644602|-0.199319|-0.028325468|-0.18016899|0.28123403|-0.5083731|-0.21992895|-0.3057742|-0.055605885|-0.5371025|0.290744|-0.48977584|-0.4770686|0.5884407|-0.31083414|-0.46649164|-0.20778129|-0.38319105|-0.7518226|-0.06531473|-0.3744903|0.24417071|0.13005924|-0.40811774|-0.008677572|-0.3263826|0.23645586|0.14280948|-0.3655663|-0.5065185
1413;-0.24394116|-0.065849364|0.534186|0.2756375|-0.5771698|0.17547178|-0.33407408|-0.3750853|0.8188678|-0.18683477|-0.015831709|0.1601457|0.3555151|0.025027767|0.33197662|0.023483023|0.110648975|0.74252987|0.46290153|0.34032393|-0.15797392|-0.6686627|-0.22107199|0.020486832|-0.5285606|0.46329802|-0.18274188|-0.0876489|-0.5632651|-0.30353674|0.19618477|0.44521827|0.446593|-0.192199|0.34523058|0.3017577|0.15279989|0.017477185|0.0802924|-0.5662175|-0.21948436|-0.3564805|-0.33722642|-0.12135422|0.05498764|0.17422293|-0.082150295|-0.59909123|0.22418162|0.46831787|0.3742232|-0.058597863|-0.26834533|-0.21685281|-0.44226056|0.12882876|-0.6373914|0.23901483|-0.29679772|0.76233375|-0.40969986|0.03206846|-0.38518706|0.10146927|-0.25954154|-0.6413119|-0.27269965|-0.41308242|-0.28386945|0.32095778|0.43755633|0.10642654|-0.09455053|-0.005183652|0.018811882|-0.41087577|-0.18148355|-0.049984336|-0.09885571|0.018076897|0.5115397|-0.6571752|-0.28958708|0.17668967|-0.21527383|-0.529616|-0.16387388|-1.0518599|-0.5831019|0.04310734|-0.44175446|-0.09800337|0.29467517|-0.30687633|0.088847004|-0.47993827|0.69770616|0.23089977|-0.27731273|-0.56560117
